Sticker ID,Player Name,Quantity
NOR03,JULIAN RYERSON,2
NOR04,LEO OSTIGARD,1
NOR05,KRISTOFFER VASSBAKK AJER,1
NOR06,MARCUS HOLMGREN PEDERSEN,2
NOR07,DAVID MOLLER WOLFE,2
NOR08,TORBJORN HEGGEM,1
NOR09,MORTEN THORSBY,3
NOR10,MARTIN ODEGAARD,1
NOR11,SANDER BERGE,0
NOR12,ANDREAS SCHJELDERUP,1
NOR13,NORWAY NATIONAL TEAM,1
NOR14,PATRICK BERG,1
NOR15,ERLING HAALAND,2
NOR16,ALEXANDER SORLOTH,1
NOR17,ARON DONNUM,2
NOR18,JORGEN STRAND LARSEN,2
NOR19,ANTONIO NUSA,1
NOR20,OSCAR BOBB,1
ARG01,ARGENTINA NATIONAL TEAM,1
ARG02,EMILIANO MARTINEZ,2
ARG03,NAHUEL MOLINA,1
ARG04,CRISTIAN ROMERO,1
ARG05,NICOLAS OTAMENDI,1
ARG06,NICOLAS TAGLIAFICO,1
ARG07,LEONARDO BALERDI,0
ARG08,ENZO FERNANDEZ,0
ARG09,ALEXIS MAC ALLISTER,2
ARG10,RODRIGO DE PAUL,2
ARG11,EXEQUIEL PALACIOS,1
ARG12,LEANDRO PAREDES,1
ARG13,ARGENTINA NATIONAL TEAM,1
ARG14,NICO PAZ,1
ARG15,FRANCO MASTANTUONO,0
ARG16,NICO GONZALEZ,1
ARG17,LIONEL MESSI,2
ARG18,LAUTARO MARTINEZ,1
ARG19,JULIAN ALVAREZ,3
ARG20,GIULIANO SIMEONE,1
ALG01,ALGERIA NATIONAL TEAM,2
ALG02,ALEXIS GUENDOUZ,1
ALG03,RAMY BENSEBAINI,1
ALG04,YOUCEF ATAL,0
ALG05,RAYAN AIT NOURI,1
ALG06,MOHAMED AMINE TOUGAI,1
ALG07,AISSA MANDI,1
ALG08,ISMAEL BENNACER,1
ALG09,HOUSSEM AOUAR,2
ALG10,HICHAM BOUDAOUI,0
ALG11,RAMIZ ZERROUKI,3
ALG12,NABIL BENTALEB,1
ALG13,ALGERIA NATIONAL TEAM,0
ALG14,FARES CHAIBI,0
ALG15,RIYAD MAHREZ,2
ALG16,SAID BENRAHMA,1
ALG17,ANIS HADJ MOUSSA,3
ALG18,AMINE GOUIRI,1
ALG19,BAGHDAD BOUNEDJAH,2
ALG20,MOHAMMED AMOURA,1
AUT01,AUSTRIA NATIONAL TEAM,1
AUT02,ALEXANDER SCHLAGER,2
AUT03,PATRICK PENTZ,1
AUT04,DAVID ALABA,0
AUT05,KEVIN DANSO,1
AUT06,PHILLIP LIENHART,0
AUT07,STEFAN POSCH,0
AUT08,PHILLIP MWENE,1
AUT09,ALEXANDER PRASS,1
AUT10,XAVER SCHLAER,1
AUT11,MARCEL SABITZER,0
AUT12,KONRAD LAIMER,1
AUT13,AUSTRIA NATIONAL TEAM,2
AUT14,FLORIAN GRILLITSCH,2
AUT15,NICOLAS SEIWALD,2
AUT16,ROMANO SCHMID,2
AUT17,PATRICK WIMMER,1
AUT18,CHRISTOPH BAUMGARTNER,1
AUT19,MICHAEL GREGORITSCH,1
AUT20,MARKO ARNAUTOVIC,2
JOR01,JORDAN NATIONAL TEAM,1
JOR02,YAZEED ABULAILA,2
JOR03,IHSAN HADDAD,1
JOR04,MOHAMMAD ABU HASHISH,1
JOR05,YAZAN AL-ARAB,0
JOR06,ABDALLAH NASIB,2
JOR07,SALLEM OBAID,2
JOR08,MOHAMMAD ABUALNADI,0
JOR09,IBRAHIM SAADEH,1
JOR10,NIZAR AL-RASHDAN,1
JOR11,NOOR AL-RAWABDEH,2
JOR12,MOHAMMAD ABU TAHA,3
JOR13,JORDAN NATIONAL TEAM,3
JOR14,AMER JAMOUS,1
JOR15,MOUSA AL-TAAMARI,1
JOR16,YAZAN AL-NAIMAT,1
JOR17,MAHMOUD AL-MARDI,2
JOR18,ALI OLWAN,1
JOR19,MOHAMMAD ABU ZRAYQ,2
JOR20,IBRAHIM SABRA,1
POR01,PORTUGAL NATIONAL TEAM,1
POR02,DIOGO COSTA,1
POR03,JOSE SA,1
POR04,RUBEN DIAS,0
POR05,JOAO CANCELO,0
POR06,DIOGO DALOT,1
POR07,NUNO MENDES,1
POR08,GONCALO INACIO,1
POR09,BERNARDO SILVA,1
POR10,BRUNO FERNANDES,0
POR11,RUBEN NEVES,1
POR12,VITINHA,1
POR13,PORTUGAL NATIONAL TEAM,2
POR14,RUBEN NEVES,1
POR15,CRISTIANO RONALDO,1
POR16,FRANCISCO TRINCAO,2
POR17,JOAO FELIX,2
POR18,GONCALO RAMOS,1
POR19,PEDRO NETO,1
POR20,RAFAEL LEAO,1
COD01,RD CONGO NATIONAL TEAM,1
COD02,LIONEL MPASI,0
COD03,AARON WAN-BISSAKA,0
COD04,AXEL TUANZEBE,1
COD05,ARTHUR MASUAKU,1
COD06,CHANCEL MBEMBA,0
COD07,JORIS KAYEMBE,1
COD08,CHARLES PICKEL,1
COD09,NGAL'AYEL MUKAU,0
COD10,EDO KAYEMBE,1
COD11,SAMUEL MOUTOUSSAMY,1
COD12,NOAH SADIKI,0
COD13,RD CONGO NATIONAL TEAM,0
COD14,THEO BONGONDA,1
COD15,MESCHACK ELIA,0
COD16,YOANE WISSA,1
COD17,BRIAN CIPENGA,1
COD18,FISTON MAYELE,1
COD19,CRDRIC BAKAMBU,1
COD20,NATHANAEL MBUKU,1
UZB01,UZBEKISTAN NATIONAL TEAM,1
UZB02,UTKIR YUSUPOV,1
UZB03,FARRUKH SAYFIEV,1
UZB04,SHERZOO NASRULLAEV,2
UZB05,UMAR ESHMURODOV,1
UZB06,HUSNIDDIN ALIQULOV,1
UZB07,RUSTAM ASHURMATOV,2
UZB08,KHOJIAKBAR ALIJONOV,1
UZB09,ABDUKODIR KHUSANOV,1
UZB10,ODILJON HAMROBEKOV,1
UZB11,OTABEK SHUKUROV,1
UZB12,JAMSHID ISKANDEROV,3
UZB13,UZBEKISTAN NATIONAL TEAM,1
UZB14,AZIZBEK TURGUNBOEV,2
UZB15,KHOJIMAT ERKINOV,2
UZB16,ELDOR SHOMURODOV,1
UZB17,OSTON URUNOV,0
UZB18,JALOLIDDIN MASHARIPOV,1
UZB19,IGOR SERGEEV,1
UZB20,ABBOSBEK FAYZULLAEV,1
COL01,COLOMBIA NATIONAL TEAM,2
COL02,CAMILO VARGAS,2
COL03,DAVID OSPINA,1
COL04,DAVINSON SANCHEZ,2
COL05,YERRY MINA,1
COL06,DANIEL MUÑOZ,1
COL07,JOHAN MOJICA,1
COL08,JHON LUCUMI,0
COL09,SANTIAGO ARIAS,2
COL10,JEFFERSON LERMA,1
COL11,KEVIN CASTAÑO,0
COL12,RICHARD RIOS,1
COL13,COLOMBIA NATIONAL TEAM,1
COL14,JAMES RODRIGUEZ,1
COL15,JUAN FERNANDO QUINTERO,1
COL16,JORGE CARRASCAL,1
COL17,JHON ARIAS,1
COL18,JHON CORDOBA,1
COL19,LUIS SUAREZ,1
COL20,LUIS DIAZ,1
ENG01,ENGLAND NATIONAL TEAM,1
ENG02,JORDAN PICKFORD,0
ENG03,JOHN STONES,2
ENG04,MARC GUEHI,1
ENG05,EZRI KONSA,2
ENG06,TRENT ALEXANDER-ARNOLD,2
ENG07,REECE JAMES,1
ENG08,DAN BURN,0
ENG09,JORDAN HENDERSON,1
ENG10,DECLAN RICE,2
ENG11,JUDE BELLINGHAM,0
ENG12,COLE PALMER,1
ENG13,ENGLAND NATIONAL TEAM,1
ENG14,MORGAN ROGERS,1
ENG15,ANTHONY GORDON,2
ENG16,PHIL FODEN,1
ENG17,BUKAYO SAKA,0
ENG18,HARRY KANE,2
ENG19,MARCUS RASHFORD,1
ENG20,OLLIE WATKINS,1
CRO01,CROATIA NATIONAL TEAM,2
CRO02,DOMINIC LIVAKOVIC,2
CRO03,DUJE CALETA-CAR,1
CRO04,JOSKO GVARDIOL,0
CRO05,JOSIP STANISIC,1
CRO06,LUKA VUSKOVIC,2
CRO07,JOSIP SUTALO,1
CRO08,KRISTIAN JAKIC,0
CRO09,LUKA MODRIC,1
CRO10,MATO KOVACIC,1
CRO11,MARTIN BATURINA,2
CRO12,LOVRO MAJER,1
CRO13,CROATIA NATIONAL TEAM,2
CRO14,MARIO PASALIC,2
CRO15,PETAR SUCIC,1
CRO16,IVAN PERISIC,2
CRO17,MARCO PASALIC,1
CRO18,ANTE BUDIMIR,2
CRO19,ANDREJ KRAMARIC,1
CRO20,FRANJO IVANOVIC,1
GHA01,GHANA NATIONAL TEAM,2
GHA02,LAWRENCE ATI ZIGI,2
GHA03,TARIQ LAMPTEY,0
GHA04,MOHAMMED SALISU,2
GHA05,ALIDU SEIDU,1
GHA06,ALEXANDER DJIKU,0
GHA07,GIDEON MENSAH,1
GHA08,CALEB YIRENKYI,0
GHA09,ABDUL ISSAHAKU FATAWU,2
GHA10,THOMAS PARTEY,0
GHA11,SALIS ABDUL SAMED,2
GHA12,KAMALDEEN SULEMANA,2
GHA13,GHANA NATIONAL TEAM,2
GHA14,MOHAMMED KUDUS,0
GHA15,IÑAKI WILLIAMS,1
GHA16,JORDAN AYEW,3
GHA17,ANDRE AYEW,1
GHA18,JOSEPH PAINTSIL,2
GHA19,OSMAN BUKARI,1
GHA20,ANTOINE SEMENYO,2
PAN01,TEAM NACIONAL DE PANAMA,2
PAN02,ORLANDO MOSQUERA,1
PAN03,LUIS MEJIA,1
PAN04,FIDEL ESCOBAR,1
PAN05,ANDRES ANDRADE,3
PAN06,MICHAEL AMIR MURILLO,1
PAN07,ERIC DAVIS,0
PAN08,JOSE CORDOBA,1
PAN09,CESAR BLACKMAN,1
PAN10,CRISTIAN MARTINEZ,1
PAN11,ANIBAL GODOY,1
PAN12,ADALBERTO CARRASQUILLA,1
PAN13,TEAM NACIONAL DE PANAMA,0
PAN14,EDGAR BARCENAS,2
PAN15,CARLOS HARVEY,2
PAN16,ISMAEL DIAZ,0
PAN17,JOSE FAJARDO,1
PAN18,CECILIO WATERMAN,1
PAN19,JOSE LUIS RODRIGUEZ,1
PAN20,ALBERTO QUINTERO,1
FWC9,FWC 9 (Italy 1934),3
FWC10,FWC 10 (Brazil 1950),2
FWC11,FWC 11 (Switzerland 1954),1
FWC12,FWC 12 (Chile 1962),0
FWC13,FWC 13 (Germany 1974),2
FWC14,FWC 14 (Mexico 1986),1
FWC15,FWC 15 (United States 1994),1
FWC16,FWC 16 (South Korea/Japan 2002),0
FWC17,FWC 17 (Germany 2006),1
FWC18,FWC 18 (Brazil 2014),2
FWC19,FWC 19 (Qatar 2022),1
